0,657,76,28,14,23,59,86,67,66,55,54,22,20,27,24,6,24,34,49,24,12,19,19,31,29,20,40,40,33,30,9,11,6,6,15,4,10,18,11,9,9,4,8,8,6,4,10,4,2,7,7,5,6,4,4,2,2,2,7,15,22,7,24,10,15,8,13,16,7,9,4,4,9,6,4,7,9,19,27,10,9,6,6,1,2,2,0,1,990,218,18,11,4,3,2,1,2,2,11,14,9,5,5,2,2,12,19,16,4,3,1,1,3,3,2,1,9,4,2,4,12,18,7,1
657,0,198,56,28,45,96,99,74,71,80,65,17,38,34,35,20,31,46,52,35,28,28,32,33,36,35,33,45,36,41,15,14,13,6,14,8,15,14,15,16,10,7,8,17,5,5,3,6,3,3,6,3,7,3,2,2,8,1,10,18,25,12,16,15,20,12,21,16,16,9,6,5,4,7,16,8,10,14,21,16,11,16,1,4,3,4,3,0,456,34,8,2,1,5,3,1,1,2,4,3,8,1,1,2,2,2,5,4,7,0,0,4,2,2,2,1,3,0,2,0,7,6,3,1
76,198,0,208,99,94,85,42,21,14,30,25,47,21,21,27,31,30,18,10,37,21,16,14,17,8,18,13,10,7,17,37,22,27,18,21,19,17,9,19,20,14,9,9,14,15,9,9,11,14,9,7,12,12,5,7,13,10,13,14,10,7,19,11,4,9,6,3,4,7,12,7,11,13,4,9,9,18,19,11,6,18,5,15,7,4,7,4,3,26,11,3,5,0,3,3,1,0,2,6,3,2,5,3,1,1,2,4,2,2,1,0,0,5,2,2,2,2,1,2,3,4,5,5,1
28,56,208,0,396,121,78,30,17,15,22,21,30,27,23,30,18,22,21,12,24,20,8,18,11,15,22,12,14,9,19,24,21,23,13,15,13,14,16,8,23,13,12,17,14,12,11,11,16,14,18,4,16,10,3,6,13,12,9,11,6,8,11,7,9,9,8,6,7,10,8,11,24,15,18,12,7,12,11,9,3,18,7,12,10,9,2,6,3,18,6,3,2,0,1,2,3,1,0,3,3,3,4,2,0,1,4,4,8,6,2,0,1,3,2,3,1,6,2,2,4,3,1,5,1
14,28,99,396,0,277,42,16,11,10,19,17,32,27,14,31,28,19,10,7,17,10,8,12,6,2,15,7,6,11,7,18,14,17,14,13,21,12,11,18,8,12,10,8,12,22,22,7,10,15,11,10,7,12,14,8,12,8,12,9,4,7,3,4,2,3,6,2,1,8,11,12,14,12,18,7,14,11,9,7,3,12,2,17,10,7,3,6,7,6,0,3,3,2,1,2,1,1,1,1,5,2,2,3,2,8,6,4,1,3,5,3,3,6,3,2,1,2,2,4,1,3,0,2,4
23,45,94,121,277,0,168,39,14,15,37,26,45,26,16,36,34,25,13,10,23,22,13,7,6,12,24,11,10,11,12,29,23,24,11,18,17,14,7,9,14,10,11,10,8,17,6,13,15,12,6,7,12,14,11,5,11,12,10,12,3,6,13,13,10,9,6,2,4,9,9,10,17,7,9,9,12,10,10,5,11,14,6,10,6,8,3,3,3,12,1,5,4,2,1,3,2,2,5,4,3,5,5,1,1,2,2,3,1,10,2,2,1,1,1,1,3,1,2,2,2,7,0,2,2
59,96,85,78,42,168,0,218,105,90,115,95,82,65,48,56,29,53,44,44,46,35,31,31,29,21,40,28,27,29,27,22,17,21,15,23,12,12,19,19,17,18,14,24,12,5,10,12,8,6,5,7,13,5,6,9,4,6,7,9,10,20,18,21,25,10,10,16,14,23,14,16,4,7,4,9,9,10,12,25,8,14,8,7,6,4,4,5,0,33,8,2,0,1,0,2,1,0,0,3,3,7,0,4,1,1,2,4,1,2,3,2,4,2,3,4,0,1,3,1,2,3,1,1,1
86,99,42,30,16,39,218,0,363,239,149,122,29,32,55,33,12,29,66,52,36,26,32,43,32,51,35,46,48,44,45,9,9,11,12,10,5,9,9,6,7,9,11,13,12,2,6,6,5,2,4,5,8,7,5,1,3,0,2,6,13,23,15,13,31,18,15,15,20,12,6,11,3,4,2,7,4,7,13,26,17,8,18,4,0,2,1,0,2,50,10,2,1,0,3,0,1,1,2,5,4,3,3,2,1,0,5,6,4,6,2,0,1,1,1,2,3,1,2,1,1,4,4,0,3
67,74,21,17,11,14,105,363,0,356,170,100,31,41,57,33,16,34,65,60,32,33,36,27,49,44,17,52,43,55,39,9,16,7,9,12,3,11,5,9,8,11,10,12,12,5,3,3,7,8,4,7,2,10,3,3,2,1,2,9,17,22,12,15,18,20,18,18,14,10,12,5,5,3,2,2,7,4,14,18,8,5,8,6,1,1,0,2,1,30,7,2,3,0,0,0,2,0,0,4,3,2,2,0,2,2,2,3,4,2,0,2,0,0,2,1,2,1,1,2,3,3,0,1,1
66,71,14,15,10,15,90,239,356,0,237,154,27,32,44,42,7,28,42,66,40,15,26,35,39,39,30,42,56,37,55,6,4,7,11,17,4,8,7,12,11,7,9,12,17,1,7,6,5,2,5,3,3,16,2,3,5,5,5,5,18,13,14,23,11,27,18,20,23,11,6,8,3,1,6,9,5,5,7,14,12,3,9,3,4,1,2,0,1,32,9,3,0,0,1,1,0,0,0,3,3,1,1,2,0,3,5,7,5,1,1,0,1,2,1,2,1,0,2,1,1,4,1,4,1
55,80,30,22,19,37,115,149,170,237,0,394,123,69,89,64,21,46,60,57,43,29,39,34,33,35,53,46,49,44,33,19,14,13,8,11,7,13,8,6,15,13,13,17,20,9,4,9,17,6,5,7,6,11,6,4,5,12,0,8,20,21,15,16,12,10,21,24,20,20,12,8,11,6,8,4,6,12,14,23,21,7,14,4,6,3,3,2,1,36,10,1,4,0,0,1,1,0,0,4,2,2,2,0,0,1,3,4,3,2,0,2,1,0,2,2,1,1,4,1,3,2,3,4,0
54,65,25,21,17,26,95,122,100,154,394,0,164,88,110,55,28,42,64,62,40,42,32,35,32,34,40,45,37,32,28,20,7,13,11,13,9,13,14,9,7,17,17,13,11,6,5,10,7,9,4,6,5,5,2,5,3,3,4,16,17,28,15,19,18,20,19,18,14,16,6,5,7,4,6,6,5,7,14,19,10,10,13,8,3,1,2,1,1,23,10,2,4,0,3,4,2,0,1,3,6,3,6,0,1,1,4,2,4,0,2,3,2,2,0,0,2,1,1,2,2,7,0,2,1
22,17,47,30,32,45,82,29,31,27,123,164,0,288,97,117,65,77,35,27,53,33,18,15,10,12,39,19,16,15,25,19,27,22,18,16,17,22,20,26,23,22,18,12,16,30,13,13,9,9,5,8,11,25,10,6,7,7,10,12,17,11,19,11,9,10,8,7,12,14,10,12,14,10,16,17,15,10,18,7,10,12,12,12,13,12,3,3,0,6,6,4,1,0,3,2,4,2,4,2,3,2,1,4,1,2,3,2,6,2,3,1,1,2,2,2,2,3,2,2,3,5,1,1,0
20,38,21,27,27,26,65,32,41,32,69,88,288,0,236,216,60,71,60,34,41,43,26,27,21,23,36,20,17,16,29,21,23,12,14,16,11,26,19,18,18,24,12,22,26,11,9,21,9,6,8,3,11,9,11,0,5,10,4,14,18,18,18,10,15,17,11,13,11,16,17,14,9,12,12,9,15,12,16,13,14,10,8,6,5,2,1,3,3,14,3,2,3,0,1,1,2,0,1,5,1,5,6,1,0,0,2,2,3,2,1,1,5,4,1,2,2,1,3,3,1,4,1,2,0
27,34,21,23,14,16,48,55,57,44,89,110,97,236,0,470,58,86,89,55,40,26,25,29,28,31,32,35,29,28,45,18,12,13,11,20,8,8,11,22,16,26,13,9,29,10,7,15,4,9,4,7,6,10,3,5,8,8,9,18,18,19,26,15,9,16,12,16,17,15,12,11,9,8,10,12,9,8,11,10,18,10,8,4,6,3,1,0,0,14,3,2,0,2,5,1,1,0,5,6,0,3,5,5,0,2,6,3,2,3,4,1,1,1,1,0,0,1,2,2,2,4,1,0,0
24,35,27,30,31,36,56,33,33,42,64,55,117,216,470,0,137,142,65,46,53,51,26,32,30,28,42,32,19,22,26,31,21,24,20,20,19,15,17,19,19,25,22,26,19,9,12,17,13,10,3,3,9,13,8,4,12,8,9,15,15,21,26,11,14,15,15,12,12,18,15,14,7,12,9,11,8,14,16,13,13,14,16,7,7,5,1,2,1,12,5,1,2,0,0,2,2,0,3,5,6,4,1,1,2,2,3,6,8,2,1,1,2,2,2,3,2,4,3,3,2,3,0,1,3
6,20,31,18,28,34,29,12,16,7,21,28,65,60,58,137,0,241,33,16,40,21,3,15,8,12,21,12,9,5,10,33,19,23,18,19,19,15,16,13,18,11,21,15,16,20,11,6,7,15,5,11,11,13,13,5,14,10,11,24,8,3,9,10,4,4,1,8,4,11,15,15,17,10,10,11,5,12,12,6,5,10,4,9,13,7,3,2,1,3,2,4,0,2,1,4,1,5,2,2,1,2,0,2,0,0,2,4,2,1,1,1,0,0,1,3,3,1,1,1,0,2,0,2,0
24,31,30,22,19,25,53,29,34,28,46,42,77,71,86,142,241,0,212,71,90,47,29,32,27,27,49,29,25,20,48,28,27,21,23,23,16,20,25,20,28,22,19,17,25,13,17,20,14,9,8,4,5,17,12,6,10,8,11,20,14,14,16,13,10,13,12,8,8,16,15,22,8,7,6,3,9,8,16,11,14,16,8,14,4,4,2,3,3,12,6,2,3,2,3,1,1,3,1,3,6,1,3,2,1,0,2,2,6,3,2,1,1,0,2,6,1,1,2,3,1,4,1,1,2
34,46,18,21,10,13,44,66,65,42,60,64,35,60,89,65,33,212,0,296,131,50,47,58,63,70,63,54,36,46,56,11,14,16,12,26,9,14,11,13,9,20,13,17,28,3,8,4,2,4,9,3,6,4,2,1,2,6,2,11,33,32,22,12,16,21,19,17,17,17,6,7,8,5,1,7,10,7,19,26,8,6,5,5,2,4,2,0,1,19,8,4,2,1,2,0,0,0,1,3,2,2,3,4,0,1,2,9,1,4,2,0,1,1,2,2,1,1,1,1,0,3,4,0,1
49,52,10,12,7,10,44,52,60,66,57,62,27,34,55,46,16,71,296,0,290,94,100,86,77,86,84,66,58,65,59,15,9,14,9,19,7,13,8,23,10,13,11,17,17,4,7,4,3,3,8,9,8,3,1,4,3,4,2,8,24,27,17,20,25,19,22,25,24,16,10,4,1,7,6,5,4,7,10,26,15,5,9,3,0,3,2,0,0,24,4,2,1,2,2,1,2,1,0,2,3,3,2,4,0,1,2,2,6,3,3,0,0,2,1,2,2,2,2,1,3,3,3,4,0
24,35,37,24,17,23,46,36,32,40,43,40,53,41,40,53,40,90,131,290,0,247,139,111,89,85,146,52,29,39,43,39,15,23,21,33,9,18,14,21,26,14,14,12,27,14,11,11,11,10,8,6,9,14,6,3,6,12,12,20,26,12,26,28,15,11,20,9,18,28,18,11,11,11,14,5,7,13,12,15,16,14,14,5,8,3,1,6,0,15,3,4,2,1,2,2,1,4,1,1,6,4,2,5,1,1,3,0,8,1,4,0,1,0,2,1,4,4,2,2,3,4,0,1,3
12,28,21,20,10,22,35,26,33,15,29,42,33,43,26,51,21,47,50,94,247,0,364,254,140,142,175,46,36,36,48,25,20,23,13,13,15,19,19,18,22,34,26,15,24,13,5,8,9,8,9,4,7,8,5,6,9,11,9,16,21,14,21,20,20,14,11,12,22,11,12,11,13,5,8,11,10,6,17,15,14,8,7,11,8,6,3,1,1,10,5,4,2,0,2,1,1,1,2,5,5,2,7,1,0,4,2,2,3,6,1,0,1,6,0,5,3,2,2,2,1,4,3,1,3
19,28,16,8,8,13,31,32,36,26,39,32,18,26,25,26,3,29,47,100,139,364,0,262,161,162,114,57,44,40,50,19,13,14,10,18,3,10,26,18,18,14,11,20,15,3,6,13,9,5,3,4,6,10,4,1,6,0,3,17,22,18,8,13,20,17,23,9,21,23,10,9,3,4,4,8,8,10,13,17,12,8,8,4,0,2,0,0,3,13,6,5,1,0,2,5,1,0,1,5,2,1,3,2,4,2,2,3,4,2,4,2,2,2,1,3,1,1,2,2,3,3,0,5,0
19,32,14,18,12,7,31,43,27,35,34,35,15,27,29,32,15,32,58,86,111,254,262,0,315,192,146,72,37,44,47,22,7,20,12,16,11,8,7,12,12,16,17,14,13,5,2,9,4,6,2,3,4,3,4,2,5,9,3,10,23,24,10,16,18,8,25,14,22,24,8,8,6,13,4,6,4,7,13,14,4,6,9,3,3,2,1,1,0,13,5,1,0,0,0,3,1,2,1,1,0,0,1,1,0,1,2,2,2,2,0,0,2,2,1,3,2,0,0,0,0,3,2,0,0
31,33,17,11,6,6,29,32,49,39,33,32,10,21,28,30,8,27,63,77,89,140,161,315,0,311,134,71,54,34,55,10,17,15,18,16,7,11,11,16,11,13,16,19,21,8,7,7,11,4,10,7,5,7,4,5,2,5,6,12,21,25,15,18,23,23,25,18,27,23,8,7,3,5,7,4,7,7,7,18,8,5,6,2,2,4,2,1,1,10,3,0,2,0,0,1,0,3,1,2,4,2,5,0,1,2,3,3,1,5,0,1,0,0,1,0,1,4,3,3,1,1,1,0,0
29,36,8,15,2,12,21,51,44,39,35,34,12,23,31,28,12,27,70,86,85,142,162,192,311,0,254,82,82,64,67,14,17,17,12,11,8,17,11,17,16,16,11,12,17,6,3,14,6,5,3,4,5,6,1,5,4,1,3,5,16,34,22,22,19,21,20,29,25,26,5,7,4,1,5,9,2,9,12,22,18,7,7,6,1,1,4,2,0,14,9,2,3,0,0,4,1,0,2,2,0,1,0,0,2,1,2,5,4,0,1,0,0,2,0,1,0,2,1,1,1,2,4,2,0
20,35,18,22,15,24,40,35,17,30,53,40,39,36,32,42,21,49,63,84,146,175,114,146,134,254,0,185,96,87,123,64,34,28,25,32,21,21,19,19,13,15,24,16,25,20,7,14,13,10,3,2,10,10,5,7,6,9,10,16,34,36,27,22,21,21,16,14,22,21,9,18,9,7,7,9,5,20,19,22,16,13,11,12,2,3,3,3,1,12,3,0,0,0,1,0,2,2,4,4,1,3,2,1,1,1,5,2,3,2,4,2,2,2,0,1,0,2,1,2,3,1,0,2,0
40,33,13,12,7,11,28,46,52,42,46,45,19,20,35,32,12,29,54,66,52,46,57,72,71,82,185,0,278,197,188,32,20,30,26,26,4,24,16,21,17,20,11,17,36,2,5,12,10,9,2,4,9,4,0,1,2,5,4,10,33,35,20,28,36,24,31,23,32,22,10,9,7,5,6,7,6,5,22,24,22,5,10,7,2,1,0,1,1,15,1,2,1,0,0,2,1,1,0,2,5,3,1,0,2,2,1,4,1,1,2,3,0,0,2,1,1,1,0,2,3,2,3,1,0
40,45,10,14,6,10,27,48,43,56,49,37,16,17,29,19,9,25,36,58,29,36,44,37,54,82,96,278,0,316,211,30,35,29,20,26,6,21,22,17,20,17,24,16,29,6,8,9,9,5,5,6,4,7,4,3,4,9,3,11,27,43,21,29,28,27,39,28,27,24,13,11,5,2,7,4,11,8,18,27,14,7,13,5,3,7,3,1,2,11,1,1,0,1,1,2,1,0,0,2,1,2,5,1,1,0,1,3,4,1,0,1,0,2,2,1,3,0,1,1,1,3,1,2,2
33,36,7,9,11,11,29,44,55,37,44,32,15,16,28,22,5,20,46,65,39,36,40,44,34,64,87,197,316,0,311,34,23,31,15,34,13,17,23,17,17,16,16,24,36,9,7,22,8,5,2,11,6,10,5,1,5,1,6,15,24,37,26,19,25,32,23,18,34,17,15,9,8,1,5,8,2,9,16,23,24,5,13,4,2,1,1,4,4,15,3,3,2,0,0,1,2,2,1,3,3,1,1,1,1,2,3,3,3,3,1,0,1,3,1,1,0,0,0,1,2,1,0,1,1
30,41,17,19,7,12,27,45,39,55,33,28,25,29,45,26,10,48,56,59,43,48,50,47,55,67,123,188,211,311,0,105,62,59,42,32,23,31,27,33,18,25,28,37,41,10,8,13,10,6,11,6,6,7,4,4,8,6,11,18,39,36,28,29,25,25,29,23,43,28,17,12,15,6,7,16,8,22,23,27,21,11,11,6,1,6,0,0,2,20,3,4,0,1,5,2,1,0,0,3,2,3,1,3,0,2,8,6,3,4,1,0,1,2,1,1,0,2,3,1,1,2,3,4,1
9,15,37,24,18,29,22,9,9,6,19,20,19,21,18,31,33,28,11,15,39,25,19,22,10,14,64,32,30,34,105,0,353,128,71,41,69,42,27,28,53,34,26,26,18,39,25,17,14,17,15,13,13,17,21,11,24,23,20,17,15,17,24,7,12,6,8,10,13,20,19,32,17,24,19,20,15,10,11,10,4,18,4,22,9,11,7,8,3,3,6,6,4,2,0,3,3,1,2,6,2,4,1,1,0,3,3,2,2,4,2,1,0,1,4,1,4,2,1,3,3,3,2,5,2
11,14,22,21,14,23,17,9,16,4,14,7,27,23,12,21,19,27,14,9,15,20,13,7,17,17,34,20,35,23,62,353,0,484,112,85,64,50,33,43,49,30,29,24,27,35,18,22,18,18,16,20,21,24,18,14,20,20,15,22,20,9,17,13,8,7,12,7,8,15,21,23,27,20,19,18,17,10,19,8,11,16,9,10,5,9,0,6,2,6,5,1,3,3,2,3,0,2,2,0,3,2,7,7,2,3,6,0,4,2,1,1,0,1,5,0,2,3,0,2,3,6,1,2,0
6,13,27,23,17,24,21,11,7,7,13,13,22,12,13,24,23,21,16,14,23,23,14,20,15,17,28,30,29,31,59,128,484,0,261,140,86,57,38,52,33,40,23,34,35,24,27,19,17,12,19,24,20,15,16,13,20,23,20,22,18,8,22,17,10,11,16,7,14,17,15,24,20,13,18,15,13,20,15,9,6,9,6,10,17,7,9,5,5,5,5,4,1,1,4,3,0,3,2,4,5,5,3,3,2,3,2,3,7,5,3,2,1,5,3,2,1,2,2,4,1,3,0,1,2
6,6,18,13,14,11,15,12,9,11,8,11,18,14,11,20,18,23,12,9,21,13,10,12,18,12,25,26,20,15,42,71,112,261,0,325,135,63,53,44,47,36,28,33,29,28,18,26,23,22,15,21,23,14,12,9,11,11,13,28,14,9,17,9,5,11,17,13,21,18,15,14,18,11,12,16,13,16,19,9,6,17,5,13,9,7,1,2,2,5,3,2,3,0,5,3,3,2,1,1,2,2,2,3,4,4,4,1,1,6,0,2,0,1,2,3,0,1,0,4,1,2,0,4,0
15,14,21,15,13,18,23,10,12,17,11,13,16,16,20,20,19,23,26,19,33,13,18,16,16,11,32,26,26,34,32,41,85,140,325,0,225,98,73,64,41,45,27,35,40,13,24,17,23,25,20,25,17,14,14,8,6,13,22,26,31,17,27,18,25,17,16,16,17,21,12,23,10,16,9,18,13,12,15,17,16,17,8,12,6,9,8,4,2,6,3,5,2,0,0,1,4,2,2,7,1,3,4,2,1,3,6,6,4,3,3,3,0,1,2,0,0,2,5,1,0,1,4,3,2
4,8,19,13,21,17,12,5,3,4,7,9,17,11,8,19,19,16,9,7,9,15,3,11,7,8,21,4,6,13,23,69,64,86,135,225,0,321,135,111,83,52,35,40,27,46,36,35,27,27,23,14,18,17,19,19,31,27,28,21,19,9,16,16,10,10,6,8,7,16,18,13,24,13,14,15,21,19,12,4,7,18,8,22,14,9,4,2,3,0,3,3,4,1,1,1,1,2,3,0,1,5,1,1,0,2,2,6,1,5,1,3,1,3,3,0,5,2,0,4,1,2,1,3,4
10,15,17,14,12,14,12,9,11,8,13,13,22,26,8,15,15,20,14,13,18,19,10,8,11,17,21,24,21,17,31,42,50,57,63,98,321,0,364,142,67,60,36,37,46,23,26,24,33,15,10,17,20,35,11,13,10,21,13,26,19,23,39,18,20,16,15,9,11,16,20,16,20,24,17,15,17,18,15,10,8,8,9,12,7,6,5,5,3,8,3,2,2,1,2,0,0,2,0,3,3,3,5,3,1,5,2,3,0,1,2,1,2,6,2,3,0,1,3,1,4,1,0,1,1
18,14,9,16,11,7,19,9,5,7,8,14,20,19,11,17,16,25,11,8,14,19,26,7,11,11,19,16,22,23,27,27,33,38,53,73,135,364,0,329,110,99,41,42,49,14,27,23,20,12,16,20,18,15,18,15,10,21,19,25,19,15,17,28,19,15,14,17,18,25,13,11,10,13,15,27,10,13,16,12,13,11,8,8,4,8,7,5,2,4,1,1,3,0,0,3,3,3,4,4,4,5,4,1,0,0,5,6,9,1,4,1,1,2,1,1,2,3,0,3,6,0,2,1,2
